text,department,section,priority,time_bucket
"Can you schedule schedule a 3h rail joint repair next wednesday in the afternoon on the Delhi-Mathura corridor, high priority",engg,NDLS-MTJ,high,afternoon
We need to plan catenary wire repair on Ghaziabad section next saturday,trd,NDLS-MTJ,medium,unspecified
catenary wire repair required near Agra to Kanpur next friday during the afternoon,trd,AGC-CNB,medium,afternoon
We need to a 4h interlocking check on MTJ-AGC tomorrow during the afternoon,st,MTJ-AGC,medium,afternoon
We need to plan rail welding repair on AGC-CNB in 3 days,engg,AGC-CNB,medium,unspecified
We need to a quick signal circuit testing on MTJ-AGC in a week in the evening,st,MTJ-AGC,medium,evening
Kindly a 2 hour OHE snag rectification on near Agra next tuesday during the afternoon,trd,AGC-CNB,medium,afternoon
Can you schedule schedule a 1h relay room maintenance next tuesday during the morning on Bhopal to Itarsi,st,BPL-ET,medium,morning
We need to feeder cable maintenance on BPL-ET this weekend in the evening,trd,BPL-ET,medium,evening
"Please schedule a 3h traction motor check next monday late at night on the Agra-Kanpur stretch, top priority",trd,AGC-CNB,critical,night
overhead line repair on Bhopal to Itarsi during the morning a 1h next tuesday,trd,BPL-ET,medium,morning
"Kindly need track inspection on NDLS-MTJ during the afternoon, asap",engg,NDLS-MTJ,critical,afternoon
"track tamping on Bhopal to Itarsi , an emergency a quick in a week",engg,BPL-ET,critical,unspecified
"Requesting to plan point machine repair on near Bhopal in the midnight window, urgent",st,BPL-ET,critical,night
"We need to plan catenary wire repair on New Delhi-Ghaziabad stretch during the evening in 3 days, low priority",trd,NDLS-MTJ,low,evening
Low priority OHE inspection required near near Agra next saturday overnight,trd,AGC-CNB,low,night
"Can you schedule plan signal cable inspection on New Delhi to Mathura during the morning day after tomorrow, non-urgent",st,NDLS-MTJ,low,morning
"Can you schedule a 1h track geometry check on Ghaziabad section next wednesday in the evening, minor",engg,NDLS-MTJ,low,evening
Kindly schedule a 2h signal failure attention next saturday in the evening on Agra Cantt section,st,MTJ-AGC,medium,evening
"We need to plan traction substation check on the Delhi-Mathura corridor in the afternoon today, important",trd,NDLS-MTJ,high,afternoon
"Requesting to need level crossing signal check on the Bhopal-Itarsi stretch next tuesday during the afternoon, high priority",st,BPL-ET,high,afternoon
"We need to plan track inspection on the Agra-Kanpur stretch in the morning in 3 days, routine",engg,AGC-CNB,low,morning
telecom cable repair on Bhopal to Itarsi a 3h next thursday,st,BPL-ET,medium,unspecified
"Requesting to a 3h formation strengthening on Ghaziabad section tonight early morning, immediately",engg,NDLS-MTJ,critical,early_morning
Immediately track tamping required near CNB-ALD next saturday in the afternoon,engg,CNB-ALD,critical,afternoon
"track patrolling on the Pandit Deen Dayal Upadhyaya Jn section in the morning , routine a 2h next tuesday",engg,ALD-MGS,low,morning
Please plan level crossing signal check on the Agra-Kanpur stretch before dawn next thursday,st,AGC-CNB,medium,early_morning
Requesting to schedule a 4h traction motor check next monday in the afternoon on the Prayagraj-Mughalsarai stretch,trd,ALD-MGS,medium,afternoon
"a 2 hour sleeper replacement on Itarsi section tonight in the afternoon, an emergency",engg,BPL-ET,critical,afternoon
Asap route relay interlocking check required near Mathura to Agra today during the afternoon,st,MTJ-AGC,critical,afternoon
As soon as possible catenary wire repair required near near New Delhi tomorrow,trd,NDLS-MTJ,high,unspecified
"Please a 3h traction transformer check on near Agra today in the evening, minor",trd,AGC-CNB,low,evening
We need to need feeder cable maintenance on Agra to Kanpur next friday in the pre-dawn hours,trd,AGC-CNB,medium,early_morning
Please schedule a quick OHE snag rectification early morning on the Prayagraj-Mughalsarai stretch,trd,ALD-MGS,medium,early_morning
"schedule formation strengthening next monday in the afternoon on Allahabad to Mughalsarai, important",engg,ALD-MGS,high,afternoon
Minor OHE snag rectification required near Prayagraj section tomorrow in the morning,trd,CNB-ALD,low,morning
Please schedule a quick route relay interlocking check next friday in the evening on near Kanpur,st,CNB-ALD,medium,evening
"auto tensioning device check on Agra to Kanpur during the afternoon , non-urgent a quick this weekend",trd,AGC-CNB,low,afternoon
"sleeper replacement on near Kanpur during the morning , high priority a 4h in 3 days",engg,CNB-ALD,high,morning
Priority axle counter testing required near the Prayagraj-Mughalsarai stretch this weekend in the morning,st,ALD-MGS,high,morning
plan level crossing signal check on MTJ-AGC overnight day after tomorrow,st,MTJ-AGC,medium,night
"plan signal maintenance on near Bhopal overnight day after tomorrow, whenever convenient",st,BPL-ET,low,night
"Requesting to plan track circuit fault on Itarsi section before dawn this weekend, whenever convenient",engg,BPL-ET,low,early_morning
"a quick track inspection on AGC-CNB next tuesday early morning, important",engg,AGC-CNB,high,early_morning
Requesting to plan signal circuit testing on BPL-ET during the evening in a week,st,BPL-ET,medium,evening
"OHE inspection on near Agra in the evening , as soon as possible a 2 hour next saturday",trd,AGC-CNB,high,evening
"Kindly plan OHE inspection on New Delhi to Mathura late at night next wednesday, as soon as possible",trd,NDLS-MTJ,high,night
"need track patrolling on the Pandit Deen Dayal Upadhyaya Jn section next thursday during the morning, high priority",engg,ALD-MGS,high,morning
"schedule a 4h optical fiber repair tonight at night on BPL-ET, routine",st,BPL-ET,low,night
"optical fiber repair on BPL-ET in the pre-dawn hours , high priority a 2 hour next monday",st,BPL-ET,high,early_morning
"Please need rail grinding on Bhopal to Itarsi this weekend in the midnight window, as soon as possible",engg,BPL-ET,high,night
"deep screening on Kanpur Central section in the morning , important a 2h tonight",engg,AGC-CNB,high,morning
Requesting to schedule a 4h block instrument check in a week during the morning on Ghaziabad section,st,NDLS-MTJ,medium,morning
"Requesting to need track circuit fault on the Pandit Deen Dayal Upadhyaya Jn section next monday, important",engg,ALD-MGS,high,unspecified
We need to need bridge inspection on the Bhopal-Itarsi stretch day after tomorrow in the evening,engg,BPL-ET,medium,evening
"Kindly plan formation strengthening on the Delhi-Mathura corridor before dawn next friday, priority",engg,NDLS-MTJ,high,early_morning
signal circuit testing required near ALD-MGS in a week,st,ALD-MGS,medium,unspecified
"Please a 3h telecom cable repair on AGC-CNB next wednesday in the morning, as soon as possible",st,AGC-CNB,high,morning
"Kindly plan signal failure attention on the Pandit Deen Dayal Upadhyaya Jn section in the afternoon day after tomorrow, whenever convenient",st,ALD-MGS,low,afternoon
We need to need relay room maintenance on Itarsi section today in the pre-dawn hours,st,BPL-ET,medium,early_morning
"Please schedule a quick overhead line repair next friday in the morning on ALD-MGS, important",trd,ALD-MGS,high,morning
We need to a 1h traction motor check on NDLS-MTJ next tuesday during the morning,trd,NDLS-MTJ,medium,morning
catenary wire repair required near Mathura to Agra tomorrow late at night,trd,MTJ-AGC,medium,night
We need to plan track patrolling on Mathura to Agra in the afternoon next monday,engg,MTJ-AGC,medium,afternoon
"We need to schedule overhead line repair in 3 days in the afternoon on Bhopal to Itarsi, whenever convenient",trd,BPL-ET,low,afternoon
Can you schedule a 2 hour signal failure attention on Agra Cantt section next friday,st,MTJ-AGC,medium,unspecified
"Kindly need relay room maintenance on the Bhopal-Itarsi stretch in 3 days in the evening, critical",st,BPL-ET,critical,evening
"Please a 2 hour level crossing signal check on the Delhi-Mathura corridor tonight, routine",st,NDLS-MTJ,low,unspecified
Kindly need rail grinding on CNB-ALD next tuesday,engg,CNB-ALD,medium,unspecified
Can you schedule a 4h signal circuit testing on CNB-ALD next tuesday early morning,st,CNB-ALD,medium,early_morning
"Please plan signal failure attention on near New Delhi in the afternoon tonight, top priority",st,NDLS-MTJ,critical,afternoon
"need overhead line repair on Itarsi section next tuesday, immediately",trd,BPL-ET,critical,unspecified
"Can you schedule need block instrument check on BPL-ET this weekend during the morning, non-urgent",st,BPL-ET,low,morning
"Can you schedule need broken rail repair on Agra Cantt section next monday early morning, routine",engg,MTJ-AGC,low,early_morning
Routine sleeper replacement required near the Pandit Deen Dayal Upadhyaya Jn section during the afternoon,engg,ALD-MGS,low,afternoon
plan signal maintenance on near Prayagraj during the morning in 3 days,st,ALD-MGS,medium,morning
"plan point machine repair on near Agra during the afternoon day after tomorrow, routine",st,AGC-CNB,low,afternoon
"bridge inspection on BPL-ET early morning , low priority next thursday",engg,BPL-ET,low,early_morning
Requesting to plan rail joint repair on Prayagraj section in the afternoon in a week,engg,CNB-ALD,medium,afternoon
Requesting to a 4h circuit breaker testing on NDLS-MTJ next friday late at night,trd,NDLS-MTJ,medium,night
Requesting to need level crossing signal check on BPL-ET during the afternoon,st,BPL-ET,medium,afternoon
"Can you schedule plan OHE wire tensioning on BPL-ET in the pre-dawn hours day after tomorrow, routine",trd,BPL-ET,low,early_morning
Requesting to schedule a 4h auto tensioning device check day after tomorrow before dawn on MTJ-AGC,trd,MTJ-AGC,medium,early_morning
"We need to schedule level crossing signal check day after tomorrow on BPL-ET, low priority",st,BPL-ET,low,unspecified
Please a 1h broken rail repair on Kanpur to Allahabad today during the afternoon,engg,CNB-ALD,medium,afternoon
Kindly plan traction motor check on MTJ-AGC during the evening next saturday,trd,MTJ-AGC,medium,evening
relay room maintenance required near ALD-MGS in a week during the morning,st,ALD-MGS,medium,morning
"Can you schedule a 4h circuit breaker testing on the Mathura-Agra stretch during the morning, priority",trd,MTJ-AGC,high,morning
Critical circuit breaker testing required near near Prayagraj day after tomorrow,trd,ALD-MGS,critical,unspecified
"need circuit breaker testing on New Delhi to Mathura next tuesday during the evening, as soon as possible",trd,NDLS-MTJ,high,evening
"a quick traction transformer check on Kanpur to Allahabad next friday before dawn, non-urgent",trd,CNB-ALD,low,early_morning
We need to need axle counter testing on MTJ-AGC next tuesday in the pre-dawn hours,st,MTJ-AGC,medium,early_morning
track geometry check on near Prayagraj a 4h next saturday,engg,ALD-MGS,medium,unspecified
Low priority level crossing signal check required near the Prayagraj-Mughalsarai stretch in 3 days during the afternoon,st,ALD-MGS,low,afternoon
Requesting to schedule a 2 hour formation strengthening in 3 days during the evening on Agra Cantt section,engg,MTJ-AGC,medium,evening
"Can you schedule schedule traction substation check next saturday in the afternoon on the Kanpur-Prayagraj stretch, whenever convenient",trd,CNB-ALD,low,afternoon
"Can you schedule schedule a 2h deep screening during the evening on the Prayagraj-Mughalsarai stretch, asap",engg,ALD-MGS,critical,evening
"Please schedule a 3h deep screening next thursday in the midnight window on Itarsi section, an emergency",engg,BPL-ET,critical,night
"Kindly a 1h telecom cable repair on Bhopal to Itarsi next monday, priority",st,BPL-ET,high,unspecified
Low priority track tamping required near the Pandit Deen Dayal Upadhyaya Jn section tomorrow,engg,ALD-MGS,low,unspecified
OHE wire tensioning on the Delhi-Mathura corridor before dawn this weekend,trd,NDLS-MTJ,medium,early_morning
"Can you schedule a 4h rail joint repair on Itarsi section day after tomorrow in the midnight window, whenever convenient",engg,BPL-ET,low,night
"OHE snag rectification on the Prayagraj-Mughalsarai stretch in the afternoon , immediately a quick day after tomorrow",trd,ALD-MGS,critical,afternoon
"Kindly plan bridge inspection on the Kanpur-Prayagraj stretch at night tonight, whenever convenient",engg,CNB-ALD,low,night
"Please need track patrolling on near Mathura in 3 days early morning, minor",engg,MTJ-AGC,low,early_morning
